id,postcode
1768,4820
1769,4821
1770,4822
1771,4823
1772,4824
1773,4825
1774,4828
1775,4829
1776,4830
1777,4849
1778,4850
1779,4852
1780,4854
1781,4855
1782,4856
1783,4858
1784,4859
1785,4860
1786,4861
1787,4865
1788,4868
1789,4869
1790,4870
1791,4871
1792,4872
1793,4873
1794,4874
1795,4875
1796,4876
1797,4877
1798,4878
1799,4879
1800,4880
1801,4881
1802,4882
1803,4883
1804,4884
1805,4885
1806,4886
1807,4887
1808,4888
1809,4890
1810,4891
1811,4892
1812,4895
1813,5000
1814,5006
1815,5007
1816,5008
1817,5009
1818,5010
1819,5011
1820,5012
1821,5013
1822,5014
1823,5015
1824,5016
1825,5017
1826,5018
1827,5019
1828,5020
1829,5021
1830,5022
1831,5023
1832,5024
1833,5025
1834,5031
1835,5032
1836,5033
1837,5034
1838,5035
1839,5037
1840,5038
1841,5039
1842,5040
1843,5041
1844,5042
1845,5043
1846,5044
1847,5045
1848,5046
1849,5047
1850,5048
1851,5049
1852,5050
1853,5051
1854,5052
1855,5061
1856,5062
1857,5063
1858,5064
1859,5065
1860,5066
1861,5067
1862,5068
1863,5069
1864,5070
1865,5072
1866,5073
1867,5074
1868,5075
1869,5076
1870,5081
1871,5082
1872,5083
1873,5084
1874,5085
1875,5086
1876,5087
1877,5088
1878,5089
1879,5090
1880,5091
1881,5092
1882,5093
1883,5094
1884,5095
1885,5096
1886,5097
1887,5098
1888,5106
1889,5107
1890,5108
1891,5109
1892,5110
1893,5111
1894,5112
1895,5113
1896,5114
1897,5115
1898,5116
1899,5117
1900,5118
1901,5120
1902,5121
1903,5125
1904,5126
1905,5127
1906,5131
1907,5132
1908,5133
1909,5134
1910,5136
1911,5137
1912,5138
1913,5139
1914,5140
1915,5141
1916,5142
1917,5144
1918,5150
1919,5151
1920,5152
1921,5153
1922,5154
1923,5155
1924,5156
1925,5157
1926,5158
1927,5159
1928,5160
1929,5161
1930,5162
1931,5163
1932,5164
1933,5165
1934,5166
1935,5167
1936,5168
1937,5169
1938,5170
1939,5171
1940,5172
1941,5173
1942,5174
1943,5201
1944,5202
1945,5203
1946,5204
1947,5210
1948,5211
1949,5212
1950,5213
1951,5214
1952,5220
1953,5221
1954,5222
1955,5223
1956,5231
1957,5232
1958,5233
1959,5234
1960,5235
1961,5236
1962,5237
1963,5238
1964,5240
1965,5241
1966,5242
1967,5243
1968,5244
1969,5245
1970,5250
1971,5251
1972,5252
1973,5253
1974,5254
1975,5255
1976,5256
1977,5259
1978,5260
1979,5261
1980,5262
1981,5263
1982,5264
1983,5265
1984,5266
1985,5267
1986,5268
1987,5269
1988,5270
1989,5271
1990,5272
1991,5273
1992,5275
1993,5276
1994,5277
1995,5278
1996,5279
1997,5280
1998,5290
1999,5291
2000,5301
2001,5302
2002,5303
2003,5304
2004,5306
2005,5307
2006,5308
2007,5309
2008,5310
2009,5311
2010,5320
2011,5321
2012,5322
2013,5330
2014,5331
2015,5332
2016,5333
2017,5340
2018,5341
2019,5342
2020,5343
2021,5344
2022,5345
2023,5346
2024,5350
2025,5351
2026,5352
2027,5353
2028,5354
2029,5355
2030,5356
2031,5357
2032,5360
2033,5371
2034,5372
2035,5373
2036,5374
2037,5381
2038,5400
2039,5401
2040,5410
2041,5411
2042,5412
2043,5413
2044,5414
2045,5415
2046,5416
2047,5417
2048,5418
2049,5419
2050,5420
2051,5421
2052,5422
2053,5431
2054,5432
2055,5433
2056,5434
2057,5440
2058,5451
2059,5452
2060,5453
2061,5454
2062,5455
2063,5460
2064,5461
2065,5462
2066,5464
2067,5470
2068,5471
2069,5472
2070,5473
2071,5480
2072,5481
2073,5482
2074,5483
2075,5485
2076,5490
2077,5491
2078,5493
2079,5495
2080,5501
2081,5502
2082,5510
2083,5520
2084,5521
2085,5522
2086,5523
2087,5540
2088,5550
2089,5552
2090,5554
2091,5555
2092,5556
2093,5558
2094,5560
2095,5570
2096,5571
2097,5572
2098,5573
2099,5575
2100,5576
2101,5577
2102,5580
2103,5581
2104,5582
2105,5583
2106,5600
2107,5601
2108,5602
2109,5603
2110,5604
2111,5605
2112,5606
2113,5607
2114,5608
2115,5609
2116,5611
2117,5630
2118,5631
2119,5632
2120,5633
2121,5640
2122,5641
2123,5642
2124,5650
2125,5651
2126,5652
2127,5653
2128,5654
2129,5655
2130,5660
2131,5661
2132,5670
2133,5671
2134,5680
2135,5690
2136,5700
2137,5701
2138,5710
2139,5715
2140,5717
2141,5719
2142,5720
2143,5722
2144,5723
2145,5724
2146,5725
2147,5730
2148,5731
2149,5732
2150,5733
2151,5734
2152,5950
2153,6000
2154,6003
2155,6004
2156,6005
2157,6006
2158,6007
2159,6008
2160,6009
2161,6010
2162,6011
2163,6012
2164,6014
2165,6015
2166,6016
2167,6017
2168,6018
2169,6019
2170,6020
2171,6021
2172,6022
2173,6023
2174,6024
2175,6025
2176,6026
2177,6027
2178,6028
2179,6029
2180,6030
2181,6031
2182,6032
2183,6033
2184,6034
2185,6035
2186,6036
2187,6037
2188,6038
2189,6041
2190,6042
2191,6043
2192,6044
2193,6050
2194,6051
2195,6052
2196,6053
2197,6054
2198,6055
2199,6056
2200,6057
2201,6058
2202,6059
2203,6060
2204,6061
2205,6062
2206,6063
2207,6064
2208,6065
2209,6066
2210,6067
2211,6068
2212,6069
2213,6070
2214,6071
2215,6072
2216,6073
2217,6074
2218,6076
2219,6077
2220,6078
2221,6079
2222,6081
2223,6082
2224,6083
2225,6084
2226,6090
2227,6100
2228,6101
2229,6102
2230,6103
2231,6104
2232,6105
2233,6106
2234,6107
2235,6108
2236,6109
2237,6110
2238,6111
2239,6112
2240,6121
2241,6122
2242,6123
2243,6124
2244,6125
2245,6126
2246,6147
2247,6148
2248,6149
2249,6150
2250,6151
2251,6152
2252,6153
2253,6154
