electorate_id,locality_suburb_id,postcode_id,state_id
27,174,1471,4
27,401,1468,4
27,560,1471,4
27,572,1471,4
27,665,1452,4
27,736,1452,4
27,738,1452,4
27,741,1452,4
27,990,1462,4
27,1022,1480,4
27,1088,1450,4
27,1317,1468,4
27,1370,1490,4
27,1421,1452,4
27,1717,1472,4
27,1772,1482,4
27,2014,1452,4
27,2103,1473,4
27,2136,1452,4
27,2281,1468,4
27,2287,1451,4
27,2324,1451,4
27,2432,1470,4
27,2534,1452,4
27,2542,1451,4
27,2625,1471,4
27,2705,1472,4
27,2723,1453,4
27,2748,1462,4
27,2815,1452,4
27,2868,1454,4
27,2885,1489,4
27,2959,1452,4
27,3040,1451,4
27,3048,1451,4
27,3059,1472,4
27,3070,1472,4
27,3189,1482,4
27,3358,1482,4
27,3479,1449,4
27,3494,1479,4
