id,locality_suburb
1586,Bowen Hills
1587,Bowen Mountain
1588,Bowenfels
1589,Bowenvale
1590,Bowenville
1591,Bower
1592,Bowes
1593,Boweya
1594,Boweya North
1595,Bowgada
1596,Bowhill
1597,Bowillia
1598,Bowling Alley Point
1599,Bowman
1600,Bowman Farm
1601,Bowmans
1602,Bowmans Creek
1603,Bowmans Forest
1604,Bowna
1605,Bowning
1606,Bowral
1607,Bowraville
1608,Bowser
1609,Box Hill
1610,Box Hill North
1611,Box Hill South
1612,Box Ridge
1613,Boxers Creek
1614,Boxwood
1615,Boxwood Hill
1616,Boya
1617,Boyanup
1618,Boyatup
1619,Boydtown
1620,Boyer
1621,Boyerine
1622,Boyland
1623,Boyne Island
1624,Boyne Valley
1625,Boynedale
1626,Boyneside
1627,Boynewood
1628,Boyup Brook
1629,Brabham
1630,Bracalba
1631,Bracewell
1632,Bracken Ridge
1633,Bracknell
1634,Bradbury
1635,Braddon
1636,Bradford
1637,Bradvale
1638,Brady Creek
1639,Bradys Lake
1640,Braefield
1641,Braemar
1642,Braemar Bay
1643,Braemeadows
1644,Braemore
1645,Braeside
1646,Brahma Lodge
1647,Braidwood
1648,Bramfield
1649,Bramley
1650,Brampton Island
1651,Bramston Beach
1652,Branch Creek
1653,Branchview
1654,Brandon
1655,Brandum
1656,Brandy Creek
1657,Brandy Hill
1658,Branxholm
1659,Branxholme
1660,Branxton
1661,Branyan
1662,Brassall
1663,Braunstone
1664,Bravington
1665,Brawboy
1666,Brawlin
1667,Bray
1668,Bray Park
1669,Braybrook
1670,Brays Creek
1671,Brayton
1672,Brazier
1673,Breadalbane
1674,Breakaway
1675,Breakaway Creek
1676,Breakfast Creek
1677,Breakfast Point
1678,Breakwater
1679,Bream Beach
1680,Bream Creek
1681,Breamlea
1682,Bredbo
1683,Breddan
1684,Breelong
1685,Breera
1686,Breeza
1687,Bremer Bay
1688,Brenanah
1689,Brenda Park
1690,Brendale
1691,Brentwood
1692,Breona
1693,Breton Bay
1694,Bretti
1695,Brewarrina
1696,Brewongle
1697,Brewster
1698,Briagolong
1699,Briar Hill
1700,Briarbrook
1701,Bribbaree
1702,Bribie Island
1703,Bridge Creek
1704,Bridgeman Downs
1705,Bridgenorth
1706,Bridges
1707,Bridgetown
1708,Bridgewater
1709,Bridgewater North
1710,Bridgewater On Loddon
1711,Bridgman
1712,Bridport
1713,Brierfield
1714,Brigadoon
1715,Brigalow
1716,Bright
1717,Brightly
1718,Brighton
1719,Brighton East
1720,Brighton-Le-Sands
1721,Brightview
1722,Brightwaters
1723,Brigooda
1724,Bril Bril
1725,Brim
1726,Brimbago
1727,Brimbin
1728,Brimboal
1729,Brimin
1730,Brimpaen
1731,Brindabella
1732,Bringalbert
1733,Bringalily
1734,Bringelly
1735,Bringenbrong
1736,Bringo
1737,Brinkin
1738,Brinkley
1739,Brinkworth
1740,Brinsmead
1741,Brisbane City
1742,Brisbane Grove
1743,Brit Brit
1744,Brittons Swamp
1745,Broad Arrow
1746,Broadbeach
1747,Broadbeach Waters
1748,Broadford
1749,Broadlands
1750,Broadmarsh
1751,Broadmeadow
1752,Broadmeadows
1753,Broadview
1754,Broadwater
1755,Broadway
1756,Broadwood
1757,Brobenah
1758,Brocklehurst
1759,Brocklesby
1760,Brockley
1761,Brockman
1762,Brodies Plains
1763,Brodribb River
1764,Brogans Creek
1765,Brogers Creek
1766,Brogo
1767,Broke
1768,Broken Bay Camp
1769,Broken Creek
1770,Broken Head
1771,Broken Hill
1772,Broken River
1773,Brombin
1774,Bromelton
1775,Bromley
1776,Brompton
1777,Bronte
1778,Bronte Park
1779,Brookdale
1780,Brooker
1781,Brookfield
1782,Brookhampton
1783,Brookhill
1784,Brooklana
1785,Brooklands
1786,Brooklet
1787,Brooklyn
1788,Brooklyn Park
1789,Brookong
1790,Brooks Bay
1791,Brookstead
1792,Brookton
1793,Brookvale
1794,Brookville
1795,Brookwater
1796,Brooloo
1797,Brooman
1798,Broome
1799,Broomehill East
1800,Broomehill Village
1801,Broomehill West
1802,Broomfield
1803,Brooms Head
1804,Brooweena
1805,Brooyar
1806,Broughams Gate
1807,Broughton
1808,Broughton River Valley
1809,Broughton Vale
1810,Broughton Village
1811,Broulee
1812,Brovinia
1813,Brown Beach
1814,Brown Hill
1815,Brown Hill Creek
1816,Brown Range
1817,Brownlow
1818,Brownlow Hill
1819,Brownlow Ki
1820,Browns Creek
1821,Browns Mountain
1822,Browns Plains
1823,Brownsville
1824,Broxburn
1825,Bruarong
1826,Bruce
1827,Bruce Rock
1828,Brucedale
1829,Brucknell
1830,Bruie Plains
1831,Bruinbun
1832,Brukunga
1833,Brumby Plains
1834,Brundee
1835,Brungle
1836,Brungle Creek
1837,Brunkerville
1838,Brunswick
1839,Brunswick East
1840,Brunswick Heads
1841,Brunswick West
1842,Brush Creek
1843,Brushgrove
1844,Brushy Creek
1845,Bruthen
1846,Bruton
1847,Bruxner Park
1848,Bryden
1849,Brymaroo
1850,Buangla
1851,Buangor
1852,Buaraba
1853,Buaraba South
1854,Bucasia
1855,Bucca
1856,Bucca Wauka
1857,Buccan
1858,Buccarumbi
1859,Buchan
1860,Buchan Point
1861,Buchan South
1862,Buchanan
1863,Buchfelde
1864,Buckajo
1865,Buckaroo
1866,Buckenbowra
1867,Buckenderra
1868,Buckendoon
1869,Bucketty
1870,Buckingham
1871,Buckland
1872,Buckland Park
1873,Buckleboo
1874,Buckley
1875,Buckley Swamp
1876,Buckra Bendinni
1877,Buckrabanyule
1878,Budawang
1879,Buddabadah
1880,Budden
1881,Budderoo
1882,Buddina
1883,Buderim
1884,Budgee
1885,Budgee Budgee
1886,Budgeree
1887,Budgerum East
1888,Budgewoi
1889,Budgewoi Peninsula
1890,Budgong
1891,Budjong Vale
1892,Buff Point
1893,Buffalo
1894,Buffalo Creek
1895,Buffalo River
1896,Bugaldie
1897,Bugle Hut
1898,Bugle Ranges
1899,Builyan
1900,Bukali
1901,Bukalong
1902,Bukkulla
1903,Bulahdelah
1904,Bulart
1905,Bulcock Beach
1906,Buldah
1907,Bulee
1908,Bulga
1909,Bulga Forest
1910,Bulgana
1911,Bulgarra
1912,Bulgary
1913,Bulgun
1914,Bulimba
1915,Bull Creek
1916,Bulla
1917,Bulla Creek
1918,Bullabulling
1919,Bullaburra
1920,Bullagreen
1921,Bullaharre
1922,Bullarah
1923,Bullaring
1924,Bullarook
1925,Bullarto
1926,Bullarto South
1927,Bullatale
1928,Bullawa Creek
1929,Bullcamp
1930,Bulldog
1931,Bulleen
1932,Bullengarook
1933,Buller
1934,Bullfinch
1935,Bullhead
1936,Bulli
1937,Bulli Creek
1938,Bulli Tops
1939,Bulliac
1940,Bullio
1941,Bullioh
1942,Bullock Hills
1943,Bulloo Downs
1944,Bullsbrook
1945,Bullumwaal
1946,Bullyard
1947,Buln Buln
1948,Buln Buln East
1949,Bulong
1950,Bulwer
1951,Bulyee
1952,Bulyeroi
1953,Bumbaldry
1954,Bumbalong
1955,Bumberrah
1956,Bumberry
1957,Bumbunga
1958,Bunbartha
1959,Bunburra
1960,Bunbury
1961,Bundabah
1962,Bundaberg
1963,Bundaberg Central
1964,Bundaberg East
1965,Bundaberg North
1966,Bundaberg South
1967,Bundaberg West
1968,Bundagen
1969,Bundalaguah
1970,Bundaleer Gardens
1971,Bundaleer North
1972,Bundall
1973,Bundalong
1974,Bundalong South
1975,Bundamba
1976,Bundanoon
1977,Bundarra
1978,Bundeena
1979,Bundella
1980,Bundemar
1981,Bundewallah
1982,Bundey
1983,Bundi
1984,Bunding
1985,Bundook
1986,Bundoora
1987,Bundure
1988,Bung Bong
1989,Bunga
1990,Bungaba
1991,Bungaban
1992,Bungabbee
1993,Bungadoo
1994,Bungador
1995,Bungal
1996,Bungalally
1997,Bungalora
1998,Bungalow
1999,Bungama
2000,Bungan Beach
2001,Bungarby
2002,Bungaree
2003,Bungarribee
2004,Bungawalbin
2005,Bungeet
2006,Bungeet West
2007,Bungendore
2008,Bungeworgorai
2009,Bungil
2010,Bungonia
2011,Bungowannah
2012,Bungulla
2013,Bunguluke
2014,Bungundarra
2015,Bungunya
2016,Bungwahl
2017,Buniche
2018,Buninyong
2019,Bunjil
2020,Bunjurgen
2021,Bunkers Hill
2022,Bunnaloo
2023,Bunnan
2024,Buntine
2025,Bunya
2026,Bunya Creek
2027,Bunya Mountains
2028,Bunyah
2029,Bunyan
2030,Bunyip
2031,Bunyip North
2032,Buragwonduc
2033,Burakin
2034,Buraminya
2035,Burbank
2036,Burcher
2037,Burdell
2038,Burdett
2039,Bureen
2040,Burekup
2041,Burges
2042,Burgowan
2043,Burkes Bridge
2044,Burkes Flat
2045,Burketown
2046,Burleigh Heads
2047,Burleigh Waters
2048,Burlong
2049,Burma Road
2050,Burnbank
2051,Burncluith
2052,Burnett Creek
2053,Burnett Heads
2054,Burnewang
2055,Burnie
2056,Burnley
2057,Burns Beach
2058,Burns Creek
2059,Burnsfield
2060,Burnside
2061,Burnside Heights
2062,Burnt Bridge
2063,Burnt Yards
2064,Buronga
2065,Burpengary
2066,Burpengary East
2067,Burra
2068,Burra Burri
2069,Burra Creek
2070,Burra Eastern Districts
2071,Burraboi
2072,Burracoppin
2073,Burradoo
2074,Burraga
2075,Burragate
2076,Burramboot
2077,Burramine
2078,Burramine South
2079,Burran Rock
2080,Burrandana
2081,Burraneer
2082,Burrangong
2083,Burrapine
2084,Burrawang
2085,Burrell Creek
2086,Burren Junction
2087,Burrendah
2088,Burrier
2089,Burrill Lake
2090,Burringbar
2091,Burrinjuck
2092,Burroway
2093,Burrowye
2094,Burrum Heads
2095,Burrum River
2096,Burrum Town
2097,Burrumbeet
2098,Burrumbuttock
2099,Burrundulla
2100,Burrungule
2101,Burrup
2102,Burswood
2103,Burton
2104,Burua
2105,Burwood
2106,Burwood East
2107,Burwood Heights
2108,Busby
2109,Busbys Flat
2110,Bushells Ridge
2111,Bushfield
2112,Bushland Beach
2113,Bushley
2114,Bushmead
2115,Bushy Park
2116,Busselton
2117,Butchers Creek
2118,Butchers Ridge
2119,Bute
2120,Butler
2121,Butmaroo
2122,Buttaba
2123,Buttai
2124,Butterwick
2125,Buxton
2126,Byabarra
2127,Byadbo Wilderness
2128,Byaduk
2129,Byaduk North
2130,Byangum
2131,Byawatha
2132,Bybera
2133,Byee
2134,Byellee
2135,Byerstown
2136,Byfield
2137,Byford
2138,Bylands
2139,Bylong
2140,Bymount
2141,Byng
2142,Byrne
2143,Byrneside
2144,Byrnestown
2145,Byrock
2146,Byron Bay
2147,Byrrill Creek
2148,Bywong
2149,Cabarita
2150,Cabarita Beach
2151,Cabarlah
2152,Cabbage Tree
2153,Cabbage Tree Creek
2154,Cabbage Tree Island
2155,Cable Beach
2156,Caboolture
2157,Caboolture South
2158,Caboonbah
2159,Cabramatta
2160,Cabramatta West
2161,Cabramurra
2162,Cadarga
2163,Caddens
2164,Cadell
2165,Cadell Lagoon
2166,Cadello
2167,Cadgee
2168,Cadia
2169,Cadoux
2170,Caerleon
2171,Caffey
2172,Caffreys Flat
2173,Caiguna
2174,Cainbable
2175,Cairdbeign
2176,Cairncross
2177,Cairnlea
2178,Cairns Bay
2179,Cairns City
2180,Cairns North
2181,Calala
2182,Calamia
2183,Calamvale
2184,Calavos
2185,Calca
2186,Calcium
2187,Calder
2188,Caldermeade
2189,Caldervale
2190,Calderwood
2191,Caldwell
2192,Calen
2193,Calga
2194,Calgoa
2195,Calico Creek
2196,Califat
2197,California Gully
2198,Calimo
2199,Calingiri
2200,Calingunee
2201,Caliph
2202,Calista
2203,Calivil
2204,Caljie
2205,Callaghan
2206,Callaghans Creek
2207,Callala Bay
2208,Callala Beach
2209,Callandoon
2210,Callawadda
2211,Callcup
2212,Callemondah
2213,Callide
2214,Callignee
2215,Callignee North
2216,Callignee South
2217,Callington
2218,Calliope
2219,Calomba
2220,Caloola
2221,Caloote
2222,Caloundra
2223,Caloundra West
2224,Calperum Station
2225,Calrossie
2226,Caltowie
2227,Caltowie North
2228,Caltowie West
2229,Calulu
2230,Calvert
2231,Calwell
2232,Camballin
2233,Cambalong
2234,Camberwell
2235,Cambewarra
2236,Cambewarra Village
2237,Camboon
2238,Cambooya
2239,Cambra
2240,Cambrai
2241,Cambrian Hill
2242,Cambridge
2243,Cambridge Gardens
2244,Cambridge Gulf
2245,Cambridge Park
2246,Cambroon
2247,Camdale
2248,Camden
2249,Camden Head
2250,Camden Park
2251,Camden South
2252,Cameby
2253,Camellia
2254,Camena
2255,Cameron Corner
2256,Cameron Park
2257,Camerons Creek
2258,Camillo
2259,Camira
2260,Cammeray
2261,Camooweal
2262,Camp Creek
2263,Camp Hill
2264,Camp Island
2265,Camp Mountain
2266,Campania
2267,Campaspe
2268,Campbell
2269,Campbell Creek
2270,Campbell Town
2271,Campbellfield
2272,Campbells Bridge
2273,Campbells Creek
2274,Campbells Forest
2275,Campbells Pocket
2276,Campbelltown
2277,Camperdown
2278,Campoona
2279,Campsie
2280,Campvale
2281,Campwin Beach
2282,Cams Wharf
2283,Canada Bay
2284,Canadian
2285,Canadian Lead
2286,Canaga
2287,Canal Creek
2288,Canary Island
2289,Canbelego
2290,Canberra Airport
2291,Canberra Central
2292,Canberra City
2293,Cancanning
2294,Candelo
2295,Cane
2296,Canegrass
2297,Cangai
2298,Cania
2299,Caniaba
2300,Caniambo
2301,Canina
2302,Canley Heights
2303,Canley Vale
2304,Cann River
2305,Canna
2306,Cannawigara
2307,Cannie
2308,Cannindah
2309,Canning Bridge
2310,Canning Creek
2311,Canning Mills
2312,Canning Vale
2313,Cannington
2314,Canningvale
2315,Cannon Creek
2316,Cannon Hill
2317,Cannon Valley
2318,Cannons Creek
2319,Cannonvale
2320,Cannum
2321,Canobolas
2322,Canoelands
2323,Canonba
2324,Canoona
2325,Canopus
2326,Canowie
2327,Canowie Belt
2328,Canowindra
2329,Canterbury
2330,Canton Beach
2331,Canunda
2332,Canungra
2333,Canyonleigh
2334,Capalaba
2335,Caparra
2336,Cape Arid
2337,Cape Banks
2338,Cape Barren Island
2339,Cape Borda
2340,Cape Bridgewater
2341,Cape Burney
2342,Cape Clear
2343,Cape Cleveland
2344,Cape Conran
2345,Cape Conway
2346,Cape Douglas
2347,Cape Ferguson
2348,Cape Gloucester
2349,Cape Hillsborough
2350,Cape Jaffa
2351,Cape Jervis
2352,Cape Le Grand
2353,Cape Moreton
2354,Cape Otway
2355,Cape Paterson
2356,Cape Portland
2357,Cape Range National Park
2358,Cape Schanck
2359,Cape Tribulation
2360,Cape Woolamai
2361,Capeen
2362,Capeen Creek
2363,Capel
2364,Capel River
2365,Capel Sound
2366,Capella
2367,Capels Crossing
2368,Capertee
2369,Capoompeta
2370,Capricorn
2371,Captain Creek
2372,Captains Flat
2373,Captains Mountain
2374,Caraban
2375,Carabooda
2376,Carabost
2377,Carag Carag
2378,Caragabal
2379,Caralue
2380,Caralulup
2381,Caramut
2382,Carani
2383,Carapooee
2384,Carapooee West
2385,Carapook
2386,Caravonica
2387,Carawa
2388,Carbine Creek
2389,Carbla
2390,Carboor
2391,Carbrook
2392,Carbunup River
2393,Carcalgong
2394,Carcoar
2395,Carcuma
2396,Cardiff
2397,Cardiff Heights
2398,Cardiff South
2399,Cardigan
2400,Cardigan Village
2401,Cardinia
2402,Cardross
2403,Cardup
2404,Cardwell
2405,Careel Bay
2406,Carew
2407,Carey Bay
2408,Carey Gully
2409,Carey Park
2410,Cargerie
2411,Cargo
2412,Carina
2413,Carina Heights
2414,Carinda
2415,Carindale
2416,Carine
2417,Caringal
2418,Caringbah
2419,Caringbah South
2420,Carisbrook
2421,Carlaminda
2422,Carlingford
2423,Carlisle
2424,Carlisle River
2425,Carlotta
2426,Carlsruhe
2427,Carlton
2428,Carlton North
2429,Carlton River
2430,Carlyle
2431,Carmel
2432,Carmila
2433,Carmoo
2434,Carnamah
2435,Carnarvon
2436,Carnegie
2437,Carnes Hill
2438,Carneys Creek
2439,Carngham
2440,Carnham
2441,Caroda
2442,Carole Park
2443,Caroline
2444,Caroline Crossing
2445,Caroline Springs
2446,Carool
2447,Caroona
2448,Carpendale
2449,Carpendeit
2450,Carpenter Rocks
2451,Carrabin
2452,Carrabolla
2453,Carrai
2454,Carrajung
2455,Carrajung Lower
2456,Carrajung South
2457,Carramar
2458,Carranballac
2459,Carrara
2460,Carraragarmungee
2461,Carrarang
2462,Carrathool
2463,Carrick
2464,Carrickalinga
2465,Carrieton
2466,Carriewerloo
2467,Carrington
2468,Carrington Falls
2469,Carroll
2470,Carrolls Creek
2471,Carrolup
2472,Carron
2473,Carrowbrook
2474,Carrs Creek
2475,Carrs Island
2476,Carrs Peninsula
2477,Carruchan
2478,Carrum
2479,Carrum Downs
2480,Carseldine
2481,Carss Park
2482,Carstairs
2483,Carters Ridge
2484,Cartmeticup
2485,Cartwright
2486,Cartwrights Hill
2487,Carwarp
2488,Carwell
2489,Carwoola
2490,Cascade
2491,Casey
2492,Cashmere
2493,Cashmore
2494,Casino
2495,Cassilis
2496,Cassini
2497,Cassowary
2498,Castambul
2499,Castaways Beach
2500,Castella
2501,Casterton
2502,Castle Cove
2503,Castle Creek
2504,Castle Donnington
2505,Castle Doyle
2506,Castle Forbes Bay
2507,Castle Hill
2508,Castle Rock
2509,Castlecrag
2510,Castlemaine
2511,Castlereagh
2512,Castletown
2513,Castra
2514,Casuarina
2515,Casula
2516,Cataby
2517,Catalina
2518,Catani
2519,Cataract
2520,Cathcart
2521,Catherine Field
2522,Catherine Hill Bay
2523,Cathkin
2524,Cathundral
2525,Cattai
2526,Catterick
2527,Cattle Creek
2528,Catumnal
2529,Caulfield
2530,Caulfield East
2531,Caulfield North
2532,Caulfield South
2533,Caurnamont
2534,Causeway Lake
2535,Cavan
2536,Caveat
2537,Cavendish
2538,Caversham
2539,Caves Beach
2540,Caveside
2541,Caveton
2542,Cawarral
2543,Cawdor
2544,Cawongla
2545,Cecil Hills
2546,Cecil Park
2547,Cecil Plains
2548,Cedar Brush Creek
2549,Cedar Creek
2550,Cedar Grove
2551,Cedar Party
2552,Cedar Pocket
2553,Cedar Point
2554,Cedar Vale
2555,Cedarton
2556,Cells River
2557,Cement Mills
2558,Centenary Heights
2559,Centennial Park
2560,Central Bucca
2561,Central Colo
2562,Central Macdonald
2563,Central Mangrove
2564,Central Park
2565,Central Plateau
2566,Central Tilba
2567,Ceratodus
2568,Ceres
2569,Cervantes
2570,Cessnock
2571,Cethana
2572,Chadstone
2573,Chadwick
2574,Chaffey
2575,Chahpingah
2576,Chain Of Lagoons
2577,Chain Of Ponds
2578,Chain Valley Bay
2579,Chakola
2580,Chambers Flat
2581,Chambigne
2582,Champion Lakes
2583,Chancellor Park
2584,Chances Plain
2585,Chandler
2586,Chandlers Creek
2587,Chandlers Hill
2588,Changerup
2589,Channybearup
2590,Chapel Hill
2591,Chapman
2592,Chapman Bore
2593,Chapman Hill
2594,Chapple Vale
2595,Charam
2596,Charbon
2597,Charlemont
2598,Charleroi
2599,Charles Sturt University
2600,Charleston
2601,Charlestown
2602,Charleville
2603,Charley Creek
2604,Charleys Creek
2605,Charleys Forest
2606,Charlotte Bay
2607,Charlotte Cove
2608,Charlottes Pass
2609,Charlton
2610,Charlwood
2611,Charmhaven
2612,Charnwood
2613,Charters Towers
2614,Chasm Creek
2615,Chatham Valley
2616,Chatsbury
2617,Chatswood
2618,Chatswood West
2619,Chatsworth
2620,Cheepie
2621,Cheero Point
2622,Cheeseborough
2623,Chelmer
2624,Chelmsford
2625,Chelona
2626,Chelsea
2627,Chelsea Heights
2628,Cheltenham
2629,Chepstowe
2630,Cherbourg
2631,Chermside
2632,Chermside West
2633,Cherokee
2634,Cherry Creek
2635,Cherry Gardens
2636,Cherry Gully
2637,Cherry Tree Hill
2638,Cherry Tree Pool
2639,Cherrybrook
2640,Cherrypool
2641,Cherryville
2642,Cherwell
2643,Cheshunt
2644,Cheshunt South
2645,Chesney Vale
2646,Chester Hill
2647,Chetwynd
2648,Chevallum
2649,Chevron Island
2650,Chewko
2651,Chewton
2652,Chewton Bushlands
2653,Cheynes
2654,Chichester
2655,Chidlow
2656,Chifley
2657,Chigwell
2658,Chilcotts Creek
2659,Chilcotts Grass
2660,Childers
2661,Chillagoe
2662,Chillingham
2663,Chillingollah
2664,Chiltern
2665,Chiltern Valley
2666,Chinangin
2667,Chinchilla
2668,Chinderah
2669,Chinghee Creek
2670,Chinnock
2671,Chintin
2672,Chippendale
2673,Chipping Norton
2674,Chirnside
2675,Chirnside Park
2676,Chisholm
2677,Chiswick
2678,Chiton
2679,Chittaway Bay
2680,Chittaway Point
2681,Chittering
2682,Chocolyn
2683,Chowan Creek
2684,Chowerup
2685,Chowilla
2686,Christie Downs
2687,Christies Beach
2688,Christmas Creek
2689,Christmas Hills
2690,Chudleigh
2691,Chullora
2692,Chum Creek
2693,Church Point
2694,Churchable
2695,Churchill
2696,Churchill Island
2697,Churchlands
2698,Chute
2699,Chuwar
2700,Cinnabar
2701,City Beach
2702,City Valley
2703,Clackline
2704,Clagiraba
2705,Clairview
2706,Clandulla
2707,Clapham
2708,Clara Creek
2709,Clare
2710,Claremont
2711,Claremont Meadows
2712,Clarence
2713,Clarence Gardens
2714,Clarence Park
2715,Clarence Point
2716,Clarence Town
2717,Clarendon
2718,Clarendon Vale
2719,Clarenza
2720,Claretown
2721,Clareville
2722,Clarinda
2723,Clarke Creek
2724,Clarke Island
2725,Clarkefield
2726,Clarkes Hill
2727,Clarkson
2728,Claude Road
2729,Clay Wells
2730,Clayfield
2731,Claymore
2732,Claypans
2733,Clayton
2734,Clayton Bay
2735,Clayton South
2736,Clear Creek
2737,Clear Island Waters
2738,Clear Mountain
2739,Clear Range
2740,Clearfield
2741,Clearview
2742,Cleary
2743,Cleland
2744,Clemant
2745,Clematis
2746,Clemton Park
2747,Clergate
2748,Clermont
2749,Cleveland
2750,Clifden
2751,Clifford
2752,Cliftleigh
2753,Clifton
2754,Clifton Beach
2755,Clifton Creek
2756,Clifton Gardens
2757,Clifton Grove
2758,Clifton Hill
2759,Clifton Park
2760,Clifton Springs
2761,Clinton
2762,Clintonvale
2763,Clohesy
2764,Clonbinane
2765,Cloncurry
2766,Clontarf
2767,Closeburn
2768,Clothiers Creek
2769,Clovass
2770,Clovelly
2771,Clovelly Park
2772,Clover Flat
2773,Cloverdale
2774,Cloverlea
2775,Cloyna
2776,Cluan
2777,Club Terrace
2778,Cluden
2779,Clumber
2780,Clunes
2781,Clybucca
2782,Clyde
2783,Clyde North
2784,Clydebank
2785,Clydesdale
2786,Coachwood Park
2787,Coal Creek
2788,Coal Point
2789,Coalcliff
2790,Coaldale
2791,Coalfalls
2792,Coalstoun Lakes
2793,Coalville
2794,Coasters Retreat
2795,Coatesville
2796,Cobains
2797,Cobaki
2798,Cobaki Lakes
2799,Cobar
2800,Cobar Park
2801,Cobargo
2802,Cobark
2803,Cobarra
2804,Cobaw
2805,Cobbadah
2806,Cobbannah
2807,Cobberas
2808,Cobbitty
2809,Cobblebank
2810,Cobbora
2811,Cobbs Hill
2812,Cobden
2813,Cobdogla
2814,Coblinine
2815,Cobraball
2816,Cobram
2817,Cobram East
2818,Cobramunga
2819,Cobrico
2820,Cobungra
2821,Coburg
2822,Coburg North
2823,Coburn
2824,Cockatoo
2825,Cockatoo Island
2826,Cockatoo Valley
2827,Cockburn Central
2828,Cockle Creek
2829,Cocklebiddy
2830,Cockwhy
2831,Coconut Grove
2832,Coconut Island
2833,Coconuts
2834,Codjatotine
2835,Codrington
2836,Coen
2837,Coes Creek
2838,Coffee Camp
2839,Coffs Harbour
2840,Coggan
2841,Coghills Creek
2842,Cogra Bay
2843,Coila
2844,Coimadai
2845,Colac
2846,Colac Colac
2847,Colac East
2848,Colac West
2849,Colbinabbin
2850,Colbrook
2851,Cold Harbour
2852,Coldstream
2853,Coleambally
2854,Colebatch
2855,Colebee
2856,Colebrook
2857,Coledale
2858,Coleraine
2859,Coles
2860,Coles Bay
2861,Coles Creek
2862,Colevale
2863,Coleyville
2864,Colinroobie
2865,Colinton
2866,Collanilling
2867,Collarenebri
2868,Collaroy
2869,Collaroy Plateau
2870,Collector
2871,College Grove
2872,College Park
2873,College View
2874,Collendina
2875,Collerina
2876,Collie
2877,Collie Burn
2878,Collingullie
2879,Collingwood
2880,Collingwood Heights
2881,Collingwood Park
2882,Collins
2883,Collins Creek
2884,Collinsvale
2885,Collinsville
2886,Collinswood
2887,Collombatti
2888,Collombatti Rail
2889,Collum Collum
2890,Colly Blue
2891,Colo
2892,Colo Heights
2893,Colo Vale
2894,Colonel Light Gardens
2895,Colongra
2896,Colosseum
2897,Columbia
2898,Colyton
2899,Comara
2900,Comaum
2901,Combaning
2902,Combara
2903,Comberton
2904,Combienbar
2905,Combo
2906,Comboyne
2907,Come By Chance
2908,Comerong Island
2909,Comet
2910,Commissioners Creek
2911,Commissioners Flat
2912,Commodine
2913,Como
2914,Comobella
2915,Comoon Loop
2916,Compton
2917,Cona Creek
2918,Conara
2919,Conargo
2920,Concord
2921,Concord West
2922,Concordia
2923,Condah
2924,Condah Swamp
2925,Condell Park
2926,Conder
2927,Condingup
2928,Condobolin
2929,Condon
2930,Condong
2931,Coneac
2932,Congarinni
2933,Congarinni North
2934,Congewai
2935,Congo
2936,Congupna
2937,Conimbia
2938,Coningham
2939,Coniston
2940,Conjola
2941,Conjola Park
2942,Conmurra
2943,Connells Point
2944,Connellys Marsh
2945,Connewarre
2946,Connolly
2947,Conoble
2948,Conondale
2949,Constitution Hill
2950,Consuelo
2951,Contine
2952,Conway
2953,Conway Beach
2954,Coochiemudlo Island
2955,Coochin
2956,Coochin Creek
2957,Coodanup
2958,Cooee
2959,Cooee Bay
2960,Cooeeimbardi
2961,Coogee
2962,Coojar
2963,Cook
2964,Cookamidgera
2965,Cookardinia
2966,Cooke Plains
2967,Cookernup
2968,Cooks Gap
2969,Cooks Hill
2970,Cooks Myalls
2971,Cooktown
2972,Coolabah
2973,Coolabine
2974,Coolac
2975,Cooladar Hill
2976,Coolagolite
2977,Coolah
2978,Coolamon
2979,Coolana
2980,Coolangatta
2981,Coolaroo
2982,Coolatai
2983,Coolbellup
2984,Coolbie
2985,Coolbinia
2986,Coolcalalaya
2987,Coolgardie
2988,Cooljarloo
2989,Coolongolook
2990,Cooloola
2991,Cooloola Cove
2992,Cooloolabin
2993,Cooloongup
2994,Cooltong
2995,Coolum Beach
2996,Coolumburra
2997,Coolup
2998,Cooma
2999,Coomalbidgup
3000,Coomandook
3001,Coomba Bay
3002,Coomba Park
3003,Coombabah
3004,Coombadjha
3005,Coombe
3006,Coombell
3007,Coomberdale
3008,Coomboona
3009,Coombs
3010,Coomealla
3011,Coomera
3012,Coominglah
3013,Coominya
3014,Coomoo
3015,Coomoo Coomoo
3016,Coomoora
3017,Coonabarabran
3018,Coonabidgee
3019,Coonalpyn
3020,Coonamble
3021,Coonarr
3022,Coonawarra
3023,Coondle
3024,Coondoo
3025,Cooneys Creek
3026,Coongbar
3027,Coongulla
3028,Cooperabung
3029,Coopernook
3030,Coopers Creek
3031,Coopers Plains
3032,Coopers Shoot
3033,Cooplacurripa
3034,Coorabell
3035,Cooran
3036,Cooranbong
3037,Cooriemungle
3038,Cooroibah
3039,Coorong
3040,Coorooman
3041,Coorow
3042,Cooroy
3043,Cooroy Mountain
3044,Coorparoo
3045,Coorumba
3046,Cootamundra
3047,Cootharaba
3048,Coowonga
3049,Cooya Beach
3050,Cooya Pooya
3051,Cooyal
3052,Copacabana
3053,Cope
3054,Copeland
3055,Copeton
3056,Copeville
3057,Copley
3058,Copmanhurst
3059,Coppabella
3060,Copperhannia
3061,Copping
3062,Coquette Point
3063,Cora Lynn
3064,Coradjil
3065,Coragulac
3066,Coraki
